Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes
Pengguna Google,"Hadeh sampai kapan underrated gini Dev?, i kira story 5.7 ini akan Peak dgn adanya Dainsleif. Lore nya menarik bahkan fanatic say it story GI best, but apa yang saya dapat membuang waktu dan buang biaya tapi tidak improve sedari (sumeru world building mehh, Fontaine many plot tidak kaitan dengan aether & lumine, & puncak nya Natlan so Underrated keseluruhan) makanya saya lebih suka story Inazuma Noted: (Storytelling,PacingStory,Visualstory,Repetitif story), plot lama ga diberesin & kikir",1,2025-06-30 10:07:31,0
Pengguna Google,"kikir, gaada fitur skip dialog, kikir, bansos dikit, kikir, MANA CHAR LANANGNYA HOYOOO 😡😡😡😡😡😡😡😡😡",2,2025-06-30 09:56:57,0
Pengguna Google,"QOL gaguna :v, animasi nurun (emg jelek dri dulu sih), masa ""in the big 25"" animasi kyk gelembung sahabat, pfffttttt",1,2025-06-30 09:48:30,0
Pengguna Google,rada ngelag dikit tapi gpp seru soal nya btw aku idh di inazuma wajar masi pemula,4,2025-06-30 09:34:52,0
Pengguna Google,kikir,1,2025-06-30 08:53:44,0
Pengguna Google,2 x kalah rate off banner skirk & senhe dapet diluc semua ini gimana ceritanya 😭,2,2025-06-30 08:42:11,0
Pengguna Google,"please improve the reward for the player, and make the gameplay more fun.",1,2025-06-30 08:15:21,0
Pengguna Google,gamau kikir alias pelit,1,2025-06-30 08:03:02,4
Pengguna Google,"semakin update bukannya semakin rame malah semakin membosankan!!!! tidak menarik, bahkan kualitas karakternya juga ikut turun rating ^^ dan efek bertarungnya -10000/10 jelek banget ga kek sebelah",1,2025-06-30 07:55:18,2
Pengguna Google,"ada masalah saat masuk ke game nya langsung force close gitu , padahal sudah main game 1 thn masih baik-baik aja saat main game . tiba tiba kok sekarang ada bug ada di versi 5.4 , mohon dev perbaiki bug ini untuk update baru nya 🙏 update : sekarang kembali lagi dengan force close dengan pop up bilang ada bugnya",3,2025-06-30 07:50:32,0
Pengguna Google,game nya seru asli tapi cuma kurang satu hal orang yang punya HP rendah sangat tidak nyaman bermain game ini dari ngelag atau patah² fps nya kecil dll,4,2025-06-30 07:42:11,0
Pengguna Google,"Scenenya benerin dikit lah. Udh gelmbung sahabat, scene layar gempa, ntar apalagi. Ngasih cutscenenya jangan pelit-pelit, di awal rilis aja cutscenenya banyak apalagi di monstadt, sekarang kok jarang ada cutscene. Jangan downgrade gitu napa, improve dong. Untuk sekarang kasih bintang 2 dulu.",2,2025-06-30 07:17:22,0
Pengguna Google,aku kasih bintang lima karena ada skrik kapan kapan aku kasih tau aku baru download ya,5,2025-06-30 07:08:22,0
Pengguna Google,saya suka,5,2025-06-30 06:37:53,0
Pengguna Google,bagus banget deh,5,2025-06-30 06:36:24,0
Pengguna Google,tolong aku nak karakterrr,5,2025-06-30 06:26:56,0
Pengguna Google,super seru tapi jadilah gratis spin 1 dalam sehari,5,2025-06-30 05:42:56,0
Pengguna Google,kalo bisa game nya di optimalkan lagi masa grafik udh low masih aja payah payah walaupun battle nya aja yang patah patah mohon di optimalkan lagi,4,2025-06-30 05:10:24,0
Pengguna Google,pengalaman sangat bagus,4,2025-06-30 04:59:12,0
Pengguna Google,ga ada perkembangan,2,2025-06-30 04:33:06,0
Pengguna Google,"yapping elit, primo pelit, pengembangan sulit",3,2025-06-30 04:13:02,1
Pengguna Google,"Gelembung Sahabat ,woy lah gelembung Sahabat",5,2025-06-30 03:57:17,0
Pengguna Google,"mantap walaupun hp gw patah""",5,2025-06-30 03:56:17,0
Pengguna Google,😋,5,2025-06-30 03:31:50,0
Pengguna Google,SERUU BANGETT DEMI APAH 😭,5,2025-06-30 03:30:00,0
Pengguna Google,Bagus Sekali,5,2025-06-30 03:01:37,0
Pengguna Google,"Perlahan lahan mulai mengerti gameplay dari game ini and, i enjoyed it🥰",1,2025-06-30 02:57:00,0
Pengguna Google,"game GK guna kebanyakan story GK ada fitur skip , aku pindah wuwa aja",1,2025-06-30 02:50:27,0
Pengguna Google,Elu bikin gw kecewa bat padahal dah ngikutin mpe 2 tahun. Kita putus bye,1,2025-06-30 02:26:16,0
Pengguna Google,bagus,5,2025-06-30 01:59:42,0
Pengguna Google,bagus,5,2025-06-30 01:11:39,0
Pengguna Google,"game kaga ada perkembangan, mau nya duit doang",1,2025-06-30 01:06:05,0
Pengguna Google,terlalu kikir perbaiki mentalitas mu itu,2,2025-06-30 00:38:07,0
Pengguna Google,"ily sm, meski.. ya gimana gitu tpi aku suka karna wanderer ama kinich😍 makasi hoyo udah buat karakter seganteng wanderer sama kinich （๑ ᷇ 𖥦 ᷆๑)♡",5,2025-06-29 23:30:51,0
Pengguna Google,dev budeg,1,2025-06-29 23:16:43,0
Pengguna Google,😍,5,2025-06-29 17:40:43,0
Pengguna Google,"3 kali kalah rate off, dan semua pity diatas 70. di game sebelah gacha wangi bansos melimpah....ini developer kikir n budek",1,2025-06-29 17:37:04,0
Pengguna Google,ok,5,2025-06-29 17:26:45,0
Pengguna Google,GAME KIKIR,5,2025-06-29 16:22:04,0
Pengguna Google,📎game bagus story ngantuk (눈‸눈),1,2025-06-29 16:06:56,1
Pengguna Google,keren,5,2025-06-29 15:47:56,0
Pengguna Google,bagus graviknya,5,2025-06-29 15:25:43,0
Pengguna Google,ntap,5,2025-06-29 15:07:02,0
Pengguna Google,Amazing,5,2025-06-29 14:29:42,0
Pengguna Google,"sbagai ank asrama yg gk megang hp, sy slalu hrus mendowload data ulng smuanya termasuk update apknya. setelah lama bersusah payah menunggu berhari-hari mendownload data dan merelakan skitar 40 GB, ternyata pas selesai malah disuruh download updateannya, aduhh pening pala sy, kecewa berat udh ditungguin smpe nganggur gk main hp demi ini semua ternyata hasilnya gk kehitung sm updateannya. yg optimis gitu dong min, sy gtw bahasanya gmn, tpi kecewa nih sy udh cpe"" malah dibwat kecewa. hmmpp majoook",3,2025-06-29 14:26:11,0
Pengguna Google,game yang seru,5,2025-06-29 14:10:18,0
Pengguna Google,bagus,5,2025-06-29 13:58:35,0
Pengguna Google,seru banget menarik dan banyak misi nya serasa masuk dalam dunia anime,5,2025-06-29 13:57:49,0
Pengguna Google,kebanyakan yapping,1,2025-06-29 13:37:41,0
Pengguna Google,"tutorial malah kagak bisa di skipp, kocak HOYOTOD",1,2025-06-29 13:13:57,0
Pengguna Google,bagusss bangetttttt,5,2025-06-29 13:13:44,0
Pengguna Google,Gelembung Sahabat #KOMPETITOR TIDAK NGARUH KE HOYO DENGAN KEPALA BESAR NYA,1,2025-06-29 13:05:39,0
Pengguna Google,gamenya bagus dan tak terlalu boros kuota,5,2025-06-29 12:51:14,0
Pengguna Google,Bagus Aku rela nunggu Berjam jam demi main genshin😁,4,2025-06-29 12:28:51,0
Pengguna Google,kikir banget jir gw nguli primo 1 bulan cm dapet sedikit,1,2025-06-29 12:06:31,0
Pengguna Google,Semoga dapet c2 raiden shogun,5,2025-06-29 11:59:49,1
Pengguna Google,game yang bagus dan sangat keren tambah keren karna ini game open world banyak karakter,5,2025-06-29 11:33:57,0
Pengguna Google,seru banget bisa explore,5,2025-06-29 11:30:39,0
Pengguna Google,"ternyata ni game sebagus itu, mungkin kekurangan saat ini adalah kurangnya perolehan Primogem untuk f2p. ayolah HoYoverse, lebih dermawan lagi lah. Mungkin ini saatnya buat Hoyo bikin Lvl Domain ditambah ama musuh level 100+ yang membuat perolehan hadiah dari resin meningkat gitu. Kalo ini ditambahkan pasti para Pemain End-Game pada gak bosen lagi karena udah ada tantangan yang seru buat mereka",4,2025-06-29 09:56:01,0
Pengguna Google,"bintang 3, soalnya burik resolusinya,kalo efek skill dll. udah bagus, cuma resolusi nya pecah2 padahal udah rata kanan,kalah sama hsr, lebih jernih enak mainnya.",3,2025-06-29 09:21:59,222
Pengguna Google,ngantuk,5,2025-06-29 09:21:16,0
Pengguna Google,game kikir player baru main di kasih rate off gk ada tombol skip story animasi karakter membosankan gelembung sahabat dmg karakter buat pemula sangat lemah cerita tokoh utama malah kayak tokoh sampingan tolong kasih primogem tiap ada update ntah update kecil atau update patch,2,2025-06-29 09:10:30,0
Pengguna Google,gim yang sangat mantap,5,2025-06-29 08:17:14,0
Pengguna Google,Karena semua karakter cwe besar,5,2025-06-29 07:12:36,0
Pengguna Google,woi genshin hutao gw kapan rerun 😡,5,2025-06-29 06:39:54,0
Pengguna Google,"Yg terutama sih bikin fitur skip dialog, soalnya NPC nya kebanyakan Yapping :) sama klu bisa tambahin fitur pertandingan co-op ( pengen lawan temen sendiri :) )",5,2025-06-29 05:43:07,0
Pengguna Google,seru pokoknya,5,2025-06-29 04:48:14,0
Pengguna Google,"nunggu sehari cuman buat download data, eh pas keluar ulang dari awal, download data aja sampai 33 rb mb",1,2025-06-29 04:21:37,0
Pengguna Google,"Apalah cutscenenya malah gini, gua inget banget waktu CBT 2 dulu pas ketemu venti sama naga dvalin, itu mereka nge nge animasiin momen itu, tapi makin sekarang malah mengalami kemunduran, scene ini kalo pake animasi cut scene pasti bakal jauh lebih bagus, terutama scene waktu Dainsleif vs Haden yang memang GAK NIAT NGEBUAT momen gelutnya, bahkan char NPC di quest skirk juga masih stay pake GELEMBUNG SAHABAT yang keliatan banget gak niat untuk ngebuat charnya. Plis hoyoper, naiki kualitas mu",1,2025-06-29 03:23:16,1
Pengguna Google,keren dan bagus,4,2025-06-29 03:01:10,0
Pengguna Google,geme ini sangat bagus tapi saya bingung 😕😕😕 Genshin saya tidak bisa di mainkan sekarang,5,2025-06-29 02:58:57,0
Pengguna Google,game gak jelas padahal donlod data di latar belakang pun batre saya 100% sebelum tidur udah5% pagi nya saya cek ulang malah donwload ulamg dari awal,3,2025-06-29 02:47:45,0
Pengguna Google,game gak bagus,1,2025-06-29 02:35:36,0
Pengguna Google,"bagus aja, tapi kalo gacha jangan pelit napa",5,2025-06-29 02:17:37,1
Pengguna Google,game sampah,1,2025-06-29 01:50:36,0
Pengguna Google,Okay,5,2025-06-29 01:09:03,0
Pengguna Google,pliss adain ganti mc dong hoyooooo,2,2025-06-29 00:34:02,0
Pengguna Google,aku mau tombol sekip,1,2025-06-29 00:05:28,0
Pengguna Google,game kebanyakkan yapping ama kikir,1,2025-06-28 20:27:49,0
Pengguna Google,"[Controller] - Tolong untuk pengaturan key mapping agar bisa tambahin opsi ganti karakter pake combo 2 Tombol aja, biar enak pas ganti karakter, sbnrnya udh keren dan enak bnget make controller di android, tangan gk pegel gesek² layar gede di tab, cmn masalahnya di key mapping ""ganti karakter"" yg mengharuskan make D-pad, aneh aja pas ganti karakter hrs diem dulu🗿 buat mencet tombol ⬆️➡️⬇️ atau kalo gak tambahin support keyboard & mouse jg di android.",3,2025-06-28 17:57:49,1
Pengguna Google,BEAUTIFUL AMAZING!!!,1,2025-06-28 17:33:07,0
Pengguna Google,anjay,5,2025-06-28 16:10:27,0
Pengguna Google,"Jangan kebanyakan yappingnya. mengulur ulur waktu dengan hal membosankan, tidak bisa dilewati karena teks masih berjalan, itu semua membuat kesal. butuh 2-3 jam, untuk quest archon sumeru, saya sangat kesal hal itu. Satu lagi kebanyakan gerakan animasi yang ga berguna, tidak langsung ke intinya. malahan yang seharusnya jadi inti menjadi background hitam dengan teks. kami bermain hanya untuk black screen dengan teks + gerakan animasi, movement camera yang yang sangat lama tidak bisa di skip.",4,2025-06-28 15:39:37,0
Pengguna Google,"Game petualangan yang sangat menarik dengan perpaduan graphic yang wow, dan story yang seru, tapi sayang di device Android belum ada fitur controller nya, mudah² update selanjutnya di adakan fitur controller untuk Android (GameKikir) tambahan genshin impact sekarang jadi membosankan 🤡",3,2025-06-28 15:23:36,1
Pengguna Google,aku ubah jadi b2 gk bisa di buka dari semalam sampai sekarang eror mulu gk bisa login ☹️,2,2025-06-28 15:20:26,0
Pengguna Google,seru bngt buset,5,2025-06-28 15:10:26,0
Pengguna Google,good job,5,2025-06-28 12:55:11,0
Pengguna Google,"game pelit ajng, minimal pleyer baru ada dapat sesuatu di awal kek ini kagak, jangan kan ngasih gaca gratis, item aja kagak dapat cuk kek mana mau betah coba hedehhhhh",1,2025-06-28 11:58:51,0
Pengguna Google,"Berikut adalah karakter Genshin Impact yang menggunakan elemen Hydro dan senjata Bow: 🎯 Hydro + Bow Users di Genshin Impact: Tartaglia (Childe) ⭐⭐⭐⭐⭐ (5-Star) Asal: Snezhnaya Unik: Bisa berubah stance jadi melee (dagger) Rilis: Versi 1.1 Yelan ⭐⭐⭐⭐⭐ (5-Star) Asal: Liyue Gaya: DPS/Sub-DPS dengan skill lincah dan cepat Rilis: Versi 2.7 Furina (future possibility, belum pakai bow secara resmi) Saat ini Furina adalah pengguna Sword, tapi lore-nya masih membuka kemungkinan senjata lain di",5,2025-06-28 11:53:40,0
Pengguna Google,event sangat membonsankan,3,2025-06-28 11:52:10,0
Pengguna Google,oke,5,2025-06-28 11:23:38,0
Pengguna Google,"game keren😁, akhirnya Dahlia balik ke pangkuan ku",5,2025-06-28 11:08:09,0
Pengguna Google,suka,5,2025-06-28 10:57:22,0
Pengguna Google,gamenya bagus bgt👌😋,5,2025-06-28 10:07:41,0
Pengguna Google,"banyakin chara cowo plz,,,,, galaw bgt capitano gk playable",4,2025-06-28 09:58:16,0
Pengguna Google,sangat bagus,5,2025-06-28 09:45:50,0
Pengguna Google,game favorit banget,5,2025-06-28 08:55:02,0
Pengguna Google,sudah 5tahun gw main ni game tetap aja Masi bagus sampe sekarang,5,2025-06-28 08:48:26,0
Pengguna Google,"saya sangat berharap game ini dapat menyediakan fitur ""skip"", karena itu sangat membantu bagi player yg mempunyai multi akun🙏🏼",4,2025-06-28 07:05:26,2
Pengguna Google,"story nya bagus, desain karakter nya juga bagus cuman perbanyak hadiah pull dan primogems gratis, karena kebanyakan player itu f2p",3,2025-06-28 06:37:07,0
Pengguna Google,nice,5,2025-06-28 05:43:49,0
Pengguna Google,Game bagus tapi aku masih mau lebih banyak bansos,5,2025-06-28 04:59:25,0
Pengguna Google,"its too hard dammit!, kalian ada masalah apa weh,kok ngurus game jadi ampas gini.di spyral abyss harus ngandelin char meta,jadi gk guna char yg udah lama di build ,terus buat ngambil echo ei aja susah bgt buset,padahal pake char trial,1 jam baru kelar.gw gk yakin kalian yg bikin tantangannya ada yg bisa nyelesain.ini percuma banget grafik bagus,gameplay nya burik ,kalo mau ngandelin grafik,mending buat film aja sana jangan buat game su.sebagai sepuh gw kecewa asli. dah mending main wuwa guys hh",1,2025-06-28 04:49:38,11
Pengguna Google,aplikasinya burik masa unduh datanya 32 GB nggak ngotak otaknya memang di dengkul yang buat nih,1,2025-06-28 04:05:44,0
Pengguna Google,"makin lama bosenin game nya gitu gitu aja, event nya ya gitu gitu aja Primo pelit game play ya bosenin. lama lama banyak player yang berhenti bermain",1,2025-06-28 03:31:04,1
Pengguna Google,"game kikir😭,tapi ok lah",4,2025-06-28 03:27:05,0
Pengguna Google,hangout event Lynette 🤦🏻👎🏻,1,2025-06-28 03:23:02,0
Pengguna Google,gamenya epik storynya bagus,5,2025-06-28 02:53:30,0
Pengguna Google,Bagus tapi download nya makan 7 jam lebih bagi gw,5,2025-06-28 02:44:08,0
Pengguna Google,"SUMPAH aku udah pensi beberapa lama dari genshin, pas balik buat main game ini malah diribetkan dengan fitur verifikasi kode dari Gmail? SUMPAH YA HOYOPERS gw yg tadinya udh mood bngt main gr gr susah login langsung uninstall LG hhh. metode loginnya jgn yg ngeritbetin dong.",1,2025-06-28 02:32:04,0
Pengguna Google,Datanya nggak bisa di downlod,1,2025-06-28 02:07:55,0
Pengguna Google,bagus,5,2025-06-28 01:37:07,0
Pengguna Google,untuk hoyo tolong di tambahkan tombol skip atau tombol kecepatan pada saat percakapan kadang percakapan panjang bkin malas main,3,2025-06-28 00:33:32,0
Pengguna Google,"game dgn loading terlama dan terbanyak masuk game loading, cari coop loading, keluar coop loading lama lg waktuku hbs buat nunggu loading drpd memainkan gamenya",2,2025-06-27 23:56:21,8
Pengguna Google,"harusnya animasi saat yapping nya dibuat lebih bagus dan hidup, kamera movement nya juga kaya liat film, dan muka karakter nya lebih ekspresif jadinya bikin betah. dan entah kenapa kalo mau eksplore supaya enak harus punya char tertentu, mana map nya vertikal gak ngotak lagi. kenapa gak dibuat tools aja.",3,2025-06-27 23:35:14,0
Pengguna Google,lol kikir amat,1,2025-06-27 23:28:32,0
Pengguna Google,"bener bener apl gacha terkikir, versi baru ini bikin lebih sudah masa udah spin 160× ga dapet-dapet",2,2025-06-27 23:13:35,0
Pengguna Google,"Giving just 55puls in one patch for f2p players is a joke. is this game just for a whaler? me always get higher pity on wishing char/weapon, but the reward from the game is sucks. pay for welkin is not enough, i really disappointed with genshin.",3,2025-06-27 22:33:01,0
Pengguna Google,rame bgttt,5,2025-06-27 19:47:08,0
Pengguna Google,"Bukannya beresin QoL yang diminta mayoritas player dari 4-5 tahun lalu sampe sekarang, malah bikin konten endgame buat yang whaler doang. Percuma emang ngasih feedback bertahun² gapernah didenger, padahal cuman minta Artefak Loadout yg proper doang ga beres². Ntah apa yg ada di otak divisi tim genshin ini semenjak Natlan, animasi makin lama makin downgrade, powercreep gila²an, desain karakter natlan gamenarik, QoL juga gaada progres sama sekali. Pantes lah player pada cabut.",1,2025-06-27 18:25:06,0
Pengguna Google,rada kikir ya,3,2025-06-27 18:18:28,0
Pengguna Google,game bagus 👍,5,2025-06-27 17:42:06,0
Pengguna Google,im back gi,5,2025-06-27 17:29:36,0
Pengguna Google,bagus banget gamenya,5,2025-06-27 16:30:30,0
Pengguna Google,makin gak niat...,2,2025-06-27 16:01:05,1
Pengguna Google,"TAMBAHKAN TOMBOL LEWATI,,,PERBANYAK HADIAH UNTUK PUTARAN",3,2025-06-27 15:55:41,0
Pengguna Google,Best game ever but i think,5,2025-06-27 15:51:01,0
Pengguna Google,mending yang niat deh,2,2025-06-27 15:46:46,0
Pengguna Google,tolong jadikan game ini menjadi lebih ramah untuk free to play 🙏 terutama rate gacha nya,3,2025-06-27 15:43:01,0
Pengguna Google,SKIP BUTTON,1,2025-06-27 15:12:41,0
Pengguna Google,make more male characters,1,2025-06-27 15:05:51,0
Pengguna Google,pihak developer tidak mau mengkonfirmasi atas kepemilikan akun....terutama akun sendiri.....hanya karena tidak punya bukti yg pasti....alhasil akun yang sudah lama dimainkan sudah hangus....dan tidak bisa dibalikin...... developer tidak becus urus perbaikan masalah akun google yg hangus....👎🏻 lebih baik bangkrut aja genshin impact,1,2025-06-27 14:53:52,0
Pengguna Google,HOYOGAMES ARE HORRIBLE P2W SKIN WEAPON.,1,2025-06-27 14:53:38,0
Pengguna Google,gamenya seru dan pemandangannya indah sekali 😊,5,2025-06-27 14:34:49,0
Pengguna Google,"Saya telah bermain Genshin Impact selama 700 hari dan memutuskan untuk berhenti, kenapa? Karena Genshin ini saya perhatikan tidak mau improve, mulai dari QOL yang berantakan, qiqir, dan kurangnya feedback untuk player. Lihatlah HSR yang sama sama dipegang hoyo, kenapa QOL HSR jauh lebih baik? Mana sekarang ini konsepnya genshin entah mau dibawa kemana yang semakin hari semakin ngawur sejak natlan rilis, jujur ya Natlan itu jelek, sangat amat jelek, mulai dari konsep region nya yang amburadul dll",1,2025-06-27 14:12:34,3
Pengguna Google,terlalu bnyk pengundhan ya sehinga lama bermain,2,2025-06-27 13:33:15,0
Pengguna Google,mulai menyukai genshi,5,2025-06-27 12:58:22,0
Pengguna Google,game sering force close saat di mainkan,3,2025-06-27 12:23:30,0
Pengguna Google,"dari segi Graphis dan Karakter sudah oke, untuk story telling diperbaiki lagi dan sistem wish. tolong untuk kedepannya story nya jangan dibuat terlalu panjang dan yapping nya tolong dikurangi kalau memang mau seperti itu setidaknya tambahkan fitur skip story saya merasa bosan menjalankan story yang dimana percakapannya terlalu lama dan tidak penting saya harap kedepannya di perbaiki lagi ya",3,2025-06-27 12:23:09,1
Pengguna Google,"versi 5.7 Hoyoverse mengusir f2p secara halus. memberi tantangan yang mustahil untuk f2p, artefak scam, primo kikir, gacha hard pity,",1,2025-06-27 12:16:21,3
Pengguna Google,nerf si judi woi,1,2025-06-27 12:12:20,0
Pengguna Google,grafik keren gameplay asik,5,2025-06-27 12:10:29,0
Pengguna Google,bnyk kekurangan -game nya nge lag pdhl dah hpus sebagian bsr game -loadingnya lama bisa smpe 1 jam an lebih ga mulai2 -gabisa skip dialog -dialog bosenin -bug tiap liat dialog -NPC bnyk yapping -DLL gamenya gjls,1,2025-06-27 11:30:30,0
Pengguna Google,Male char nya dikit -_-,1,2025-06-27 10:57:37,0
Pengguna Google,kikir bgt bikin game,1,2025-06-27 10:33:21,0
Pengguna Google,mantap,5,2025-06-27 10:21:19,0
Pengguna Google,"ga otit, hp saya hampir meledak Infinix hot 30i",1,2025-06-27 09:41:23,0
Pengguna Google,gacha ampas di kira semuanya orang sultan kali punya duit semua bisa gacha? gak mikirin player gratis sama player baru apa gachanya ampas parah sih bikin badmod,1,2025-06-27 09:36:36,0
Pengguna Google,"overall bagus, cerita tidak membosankan, gameplay simple tapi tetap seru untuk dimainkan, tidak terlalu P2W, selalu ada update berkala setiap bulan dan sekarang event in game sudah semakin banyak, dan yang paling saya sukai adalah customer service yang fast respon ketika saya ada kendala",5,2025-06-27 09:19:04,0
Pengguna Google,"game asu piye maine ben login update terus, update e rak ngotak neh giga giga nan",1,2025-06-27 09:11:06,0
Pengguna Google,Bug visual download setelah update,4,2025-06-27 09:09:35,0
Pengguna Google,"No Komen, Kalau Bisa Di Perbanyak Primogen nya",5,2025-06-27 08:55:30,0
Pengguna Google,good,5,2025-06-27 08:36:54,0
Pengguna Google,hapus fitur harapan pada banner senjata!! minimal itu saja. Ada fitur harapan tapi masih berpotensi mendapatkan senjata standar itu benar benar konyol. paling tidak jika masih ada fitur harapan hilangkan senjata banner standar dari banner senjata!!,1,2025-06-27 08:35:03,50
Pengguna Google,intinya game ini kikir tapi seru,4,2025-06-27 08:28:46,0
Pengguna Google,gemenya ngunduhnya lama banget sampe ashar belom selesai baru satu persen cok lama banget,3,2025-06-27 08:16:13,0
Pengguna Google,burik pelit kikir,1,2025-06-27 08:08:17,0
Pengguna Google,"PELIT, KIKIR BEDA SAMA GEME SEBELAH. GA ADA PERUBAHAN JANGAN BERHARAP BINTANG 1 BERUBAH JADI BINTANG 5",1,2025-06-27 07:57:06,0
Pengguna Google,"petualangan yang seru, bagus memberi kesempatan bermain untuk hp kentang dengan prosesor Helio g85 😂",5,2025-06-27 07:56:30,0
Pengguna Google,bagus mana tombol skip,5,2025-06-27 07:55:41,0
Pengguna Google,gak seru banget loading nya lama banget tunggu sampe 3jtmb padahal wifi bagus udah bener pasword salah udah hapus game foto masih lama loading rugi besar banyak diamond di hapus foto album di hapus gk word it banget,1,2025-06-27 07:44:27,0
Pengguna Google,gamplay ok minus gak ada fitur skip jadi gak cocok buat player yg gak punya banyak waktu luang,3,2025-06-27 06:39:48,0
Pengguna Google,bagus,5,2025-06-27 06:15:36,0
Pengguna Google,gila sih aku merasa senang memainkan game ini jujur ini dari hatiku sampai gk pny waktu(kerja+ngejoki) buat Gem effort utk nguli primo berlebihan sampai jdi nolep dan pokoknya tidak akan terjadi dihidup gweh😔☝🥵😩,5,2025-06-27 05:59:40,0
Pengguna Google,Thankyouu banget dah genshin,5,2025-06-27 05:50:38,1
Pengguna Google,gamenya bagus keren banget,5,2025-06-27 05:34:31,0
Pengguna Google,Kikir impact,5,2025-06-27 05:29:58,0
Pengguna Google,story nya bagus,5,2025-06-27 04:23:57,0
