Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,auto_labels,auto_labels_list
Pengguna Google,"Setiap update data males, sudah bngt padahal udh kosong memori sampe berulang kali dicoba tetep gk bs males. Hrus nunggu lama bngt, udh makan 10gb kuota buat unduh berulang kali jg tetep gk bs.. Ilang sia sia kuota gw.!!",5,2025-06-18 06:43:25,506,update data males bngt padahal udh kosong memori sampe ulang kali coba tetep gk bs males hrus nunggu lama bngt udh makan gb kuota buat unduh ulang kali jg tetep gk bs ilang sia sia kuota gw,id,"{'sequence': 'update data males bngt padahal udh kosong memori sampe ulang kali coba tetep gk bs males hrus nunggu lama bngt udh makan gb kuota buat unduh ulang kali jg tetep gk bs ilang sia sia kuota gw', 'labels': ['Cerita', 'Monetisasi & Gacha', 'Gameplay', 'Komunitas', 'Optimalisasi', 'Grafis', 'Bugs & Error'], 'scores': [0.5030911564826965, 0.5011632442474365, 0.5006734132766724, 0.4993748664855957, 0.4981272220611572, 0.49649882316589355, 0.49523478746414185]}",[]
Pengguna Google,battle di alur cerita diubah lah karakternya tiba tiba battle belum ganti team 3 support 1 healer/dpsnya yang keganti kan kocak kasih notif atau edit team sebelum battle,5,2025-06-18 04:38:20,0,battle alur cerita ubah lah karakter tiba tiba battle ganti team support healerdpsnya ganti kan kocak kasih notif edit team battle,id,"{'sequence': 'battle alur cerita ubah lah karakter tiba tiba battle ganti team support healerdpsnya ganti kan kocak kasih notif edit team battle', 'labels': ['Cerita', 'Gameplay', 'Optimalisasi', 'Grafis', 'Monetisasi & Gacha', 'Komunitas', 'Bugs & Error'], 'scores': [0.563385009765625, 0.5593014359474182, 0.5586510300636292, 0.5574264526367188, 0.5573477745056152, 0.5570926070213318, 0.5555439591407776]}",[]
Pengguna Google,"netral aj sih, tp klo soal relic beda cerita emng gada hubungan nya sih, tp entah knp klo ngeup relic ko dpt ampas trs yh... jdi sebenarnya relicnya bgs entah knp agak kurang dmgnya mungkin kena powercreep jg mkny dmgnya ga maksimal :)",3,2025-06-18 01:52:20,0,netral aj tp klo soal relic beda cerita emng gada hubung tp entah knp klo ngeup relic ko dpt ampas trs yh jdi benar relicnya bgs entah knp kurang dmgnya mungkin kena powercreep jg mkny dmgnya maksimal,id,"{'sequence': 'netral aj tp klo soal relic beda cerita emng gada hubung tp entah knp klo ngeup relic ko dpt ampas trs yh jdi benar relicnya bgs entah knp kurang dmgnya mungkin kena powercreep jg mkny dmgnya maksimal', 'labels': ['Cerita', 'Monetisasi & Gacha', 'Bugs & Error', 'Komunitas', 'Grafis', 'Gameplay', 'Optimalisasi'], 'scores': [0.5144348740577698, 0.5136739611625671, 0.5119873285293579, 0.511150062084198, 0.5107190012931824, 0.5099829435348511, 0.5098437070846558]}",[]
Pengguna Google,"gamenya sruu caracterny padaa lucuu"" lg >< eventnya seruu tpi kdg jg susah, kyk yg chimeraa"" itu tuhh ;-; QUESTNYAA MENARIKK JG SUKAA BGT YG DIPENACONY, btw perwarnaanya castoricee cantik bgt, basic attackny sm skillny jg tpi kalau ultinyaa tuh y ngelag bgt >:3, tpi memoriny jangan kebanyakan dong! ku uninstall tauu lama"" , overall baguss banget sihhh worth it buat didowload!!",5,2025-06-18 01:15:16,12,gamenya sruu caracterny padaa lucuu lg eventnya seruu tpi kdg jg susah kyk chimeraa tuhh questnyaa menarikk jg sukaa banget dipenacony btw perwarnaanya castoricee cantik banget basic attackny sm skillny jg tpi kalau ultinyaa tuh y ngelag banget tpi memoriny jangan banyak dong ku uninstall tauu lama overall baguss banget sihhh worth it buat didowload,id,"{'sequence': 'gamenya sruu caracterny padaa lucuu lg eventnya seruu tpi kdg jg susah kyk chimeraa tuhh questnyaa menarikk jg sukaa banget dipenacony btw perwarnaanya castoricee cantik banget basic attackny sm skillny jg tpi kalau ultinyaa tuh y ngelag banget tpi memoriny jangan banyak dong ku uninstall tauu lama overall baguss banget sihhh worth it buat didowload', 'labels': ['Cerita', 'Komunitas', 'Grafis', 'Optimalisasi', 'Monetisasi & Gacha', 'Bugs & Error', 'Gameplay'], 'scores': [0.5178918838500977, 0.5141369700431824, 0.5138429999351501, 0.5132299661636353, 0.5124516487121582, 0.5122470259666443, 0.5120368003845215]}",[]
Pengguna Google,Gamenya terkadang masih ada bug ketika memasuki alur ceritanya terkadang terjadi gerakan yang terus berulang sehingga membuat gamenya eror padahal spesifikasi hp saya sudah mempuni,5,2025-06-17 20:48:28,2,gamenya terkadang ada bug pasuk alur cerita terkadang jadi gera terus ulang buat gamenya eror padahal spesifikasi hp sudah pun,id,"{'sequence': 'gamenya terkadang ada bug pasuk alur cerita terkadang jadi gera terus ulang buat gamenya eror padahal spesifikasi hp sudah pun', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Gameplay', 'Bugs & Error', 'Optimalisasi', 'Grafis', 'Komunitas'], 'scores': [0.5390259623527527, 0.538658618927002, 0.5359607338905334, 0.5357668399810791, 0.5330681204795837, 0.5328929424285889, 0.5325552821159363]}",[]
Pengguna Google,"pernah download dulu, tapi udh hapus krna hp ga kuattt. iya sih ada harga ada kualitas cuman kalo gw mau download hsr pasti harus hapus genshin😭 hp gw kgk tahan gilak, btw gw RAM 8GB/256GB, pokoknya masalah device aja sih. sisanya bagus bgt dan menurut gw wajib download. (ini game powercreep mampus ya, jadi gacha karakter yg klean suka aja🗿 ujung2 nya ada karakter yg ngerubah meta hsr)",4,2025-06-17 20:38:16,0,pernah download dulu udh hapus krna hp kuattt iya harga kualitas cuman kalau gw mau download hsr harus hapus genshin hp gw kgk tahan gilak btw gw ram gbgb pokok masalah device sisa bagus banget turut gw wajib download game powercreep mampus jadi gacha karakter klean suka ujung karakter ngerubah meta hsr,id,"{'sequence': 'pernah download dulu udh hapus krna hp kuattt iya harga kualitas cuman kalau gw mau download hsr harus hapus genshin hp gw kgk tahan gilak btw gw ram gbgb pokok masalah device sisa bagus banget turut gw wajib download game powercreep mampus jadi gacha karakter klean suka ujung karakter ngerubah meta hsr', 'labels': ['Cerita', 'Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4961877465248108, 0.49514836072921753, 0.49390795826911926, 0.49378854036331177, 0.49374499917030334, 0.4926144778728485, 0.49251946806907654]}",[]
Pengguna Google,menunggu skip story,4,2025-06-17 19:21:52,0,tunggu skip story,id,"{'sequence': 'tunggu skip story', 'labels': ['Bugs & Error', 'Cerita', 'Gameplay', 'Grafis', 'Monetisasi & Gacha', 'Komunitas', 'Optimalisasi'], 'scores': [0.5184166431427002, 0.5177669525146484, 0.5161506533622742, 0.5154427886009216, 0.5150092840194702, 0.5115669965744019, 0.510123610496521]}",[]
Pengguna Google,min konten pvp moga di Adain biar g jenuh,5,2025-06-17 18:41:45,0,min konten pvp moga adain biar g jenuh,id,"{'sequence': 'min konten pvp moga adain biar g jenuh', 'labels': ['Cerita', 'Bugs & Error', 'Gameplay', 'Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Optimalisasi'], 'scores': [0.5367839336395264, 0.5257691144943237, 0.525701642036438, 0.5239309072494507, 0.5235778093338013, 0.5233052968978882, 0.517177164554596]}",[]
Pengguna Google,tolong dibuat lebih ringan gamenya,4,2025-06-17 14:27:37,4,buat lebih ringan gamenya,id,"{'sequence': 'buat lebih ringan gamenya', 'labels': ['Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Monetisasi & Gacha', 'Bugs & Error', 'Komunitas'], 'scores': [0.5270677804946899, 0.5216966271400452, 0.5207825303077698, 0.5205758213996887, 0.5192247629165649, 0.5186930894851685, 0.5159763097763062]}",[]
Pengguna Google,"suka bangett ama gameplay, story, quest, semua deh ❤❤❤ overall bagus semuaaa",5,2025-06-17 09:55:23,0,suka bangett ama gameplay story quest semua deh overall bagus semuaaa,id,"{'sequence': 'suka bangett ama gameplay story quest semua deh overall bagus semuaaa', 'labels': ['Cerita', 'Gameplay', 'Bugs & Error', 'Grafis', 'Optimalisasi', 'Komunitas', 'Monetisasi & Gacha'], 'scores': [0.5145913362503052, 0.5105844736099243, 0.510044515132904, 0.5093763470649719, 0.5089263916015625, 0.5080991387367249, 0.5037482976913452]}",[]
Pengguna Google,suka error 1001_1 mulu cuy berjam jam pula jadi males w,1,2025-06-17 08:42:21,1,suka error mulu cuy jam jam jadi males w,et,"{'sequence': 'suka error mulu cuy jam jam jadi males w', 'labels': ['Cerita', 'Bugs & Error', 'Grafis', 'Komunitas', 'Gameplay', 'Monetisasi & Gacha', 'Optimalisasi'], 'scores': [0.5171860456466675, 0.5120538473129272, 0.5088792443275452, 0.5080912113189697, 0.5066031217575073, 0.5033951997756958, 0.5033355355262756]}",[]
Pengguna Google,"potret player yang ga pernah ngeluh tentang meta thanks for Honkai star rail ""I love you all my waifu""",5,2025-06-17 05:21:58,0,potret player tidak pernah ngeluh meta thanks for honkai star rail i love you all my waifu,en,"{'sequence': 'potret player tidak pernah ngeluh meta thanks for honkai star rail i love you all my waifu', 'labels': ['Cerita', 'Optimalisasi', 'Grafis', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Monetisasi & Gacha'], 'scores': [0.5189863443374634, 0.5154679417610168, 0.5128682255744934, 0.5112203359603882, 0.5102612972259521, 0.5097225308418274, 0.5057114958763123]}",[]
Pengguna Google,game tolol udah 3.x sekian belum ada B4 👎👎,2,2025-06-17 05:10:20,0,game tolol udah x sekian ada b,id,"{'sequence': 'game tolol udah x sekian ada b', 'labels': ['Cerita', 'Komunitas', 'Bugs & Error', 'Grafis', 'Gameplay', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5589086413383484, 0.5529775023460388, 0.5527901649475098, 0.5521605610847473, 0.5521247386932373, 0.5510064959526062, 0.5504843592643738]}",[]
Pengguna Google,"yey, skip button",5,2025-06-17 04:02:05,6,yey skip button,tr,"{'sequence': 'yey skip button', 'labels': ['Cerita', 'Optimalisasi', 'Komunitas', 'Gameplay', 'Grafis', 'Bugs & Error', 'Monetisasi & Gacha'], 'scores': [0.5096939206123352, 0.5046813488006592, 0.504092812538147, 0.5036299228668213, 0.5022675395011902, 0.5011980533599854, 0.4955127537250519]}",[]
Pengguna Google,"game ini seru story nya apalagi lagu nya ,tapi kembangkan game ini hoyo!This game has a lot of potential to be upgraded such as story, graphic, and story telling. Well if Hoyo doesn't feel lazy.. udah bnyak game yang pakai grafik bagus .masa ketinggalan? game fav pulaan",5,2025-06-16 14:51:38,1,game seru story lagu kembang game hoyothis game has a lot of potential to be upgraded such as story graphic and story telling well if hoyo doesnt feel lazy udah bnyak game pakai grafik bagus masa tinggal game fav pula,id,"{'sequence': 'game seru story lagu kembang game hoyothis game has a lot of potential to be upgraded such as story graphic and story telling well if hoyo doesnt feel lazy udah bnyak game pakai grafik bagus masa tinggal game fav pula', 'labels': ['Cerita', 'Komunitas', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Grafis', 'Monetisasi & Gacha'], 'scores': [0.5511711239814758, 0.550740659236908, 0.5489363074302673, 0.5489094853401184, 0.5488114953041077, 0.5484133958816528, 0.5473273992538452]}",[]
Pengguna Google,"Gamenya bagus, dari segi karakter maupun gameplay, dan story juga, tetapi untuk pengisian trailblazer power harus lebih dipercepat lagi🙏🏻",4,2025-06-16 14:43:04,1,gamenya bagus segi karakter maupun gameplay story tetapi isi trailblazer power lebih cepat,id,"{'sequence': 'gamenya bagus segi karakter maupun gameplay story tetapi isi trailblazer power lebih cepat', 'labels': ['Cerita', 'Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.5683906078338623, 0.5614433288574219, 0.5602618455886841, 0.559516191482544, 0.5594782829284668, 0.5589448809623718, 0.5569192171096802]}",[]
Pengguna Google,"HIKS KENAPA HARUS MYDEI??? KENAPA HARUS DIA YANG MATI, HOYO?...😞😞😞😞",5,2025-06-16 14:41:25,0,hiks harus mydei harus yang mati hoyo,id,"{'sequence': 'hiks harus mydei harus yang mati hoyo', 'labels': ['Cerita', 'Komunitas', 'Optimalisasi', 'Grafis', 'Gameplay', 'Bugs & Error', 'Monetisasi & Gacha'], 'scores': [0.513543963432312, 0.5081960558891296, 0.5045591592788696, 0.5040607452392578, 0.5033581852912903, 0.5026931762695312, 0.4992668330669403]}",[]
Pengguna Google,Penyakit Powercreep gila,4,2025-06-16 14:31:07,0,sakit powercreep gila,en,"{'sequence': 'sakit powercreep gila', 'labels': ['Cerita', 'Grafis', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Monetisasi & Gacha'], 'scores': [0.5254379510879517, 0.5233348608016968, 0.5230846405029297, 0.5189372301101685, 0.5178674459457397, 0.5173970460891724, 0.5072113871574402]}",[]
Pengguna Google,game anti kikir GK kaya genshin impact yang kikir,5,2025-06-16 11:46:23,0,game anti kikir gk kaya genshin impact kikir,id,"{'sequence': 'game anti kikir gk kaya genshin impact kikir', 'labels': ['Cerita', 'Bugs & Error', 'Gameplay', 'Komunitas', 'Grafis', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5504807233810425, 0.5438265204429626, 0.5423030257225037, 0.540319561958313, 0.5399014353752136, 0.5377054810523987, 0.535624623298645]}",[]
Pengguna Google,game baik,5,2025-06-16 11:22:43,0,game baik,pendek,"{'sequence': 'game baik', 'labels': ['Cerita', 'Bugs & Error', 'Grafis', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5489312410354614, 0.5453434586524963, 0.540713369846344, 0.5388534665107727, 0.5335369110107422, 0.5316821932792664, 0.5307625532150269]}",[]
Pengguna Google,"aku comeback lg main star rail. sangat ketinggalan jauh banget. tapi yang bagusnya ini game char laucha, blade, selle, aku msih tetap aman lanjutin story nya dan hadiah comeback nya banyak banget. wkwk",5,2025-06-16 07:46:12,0,aku comeback lg main star rail sangat tinggal jauh banget yang bagus game char laucha blade selle aku msih tetap aman lanjutin story hadiah comeback banyak banget wkwk,id,"{'sequence': 'aku comeback lg main star rail sangat tinggal jauh banget yang bagus game char laucha blade selle aku msih tetap aman lanjutin story hadiah comeback banyak banget wkwk', 'labels': ['Cerita', 'Bugs & Error', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Grafis', 'Komunitas'], 'scores': [0.5167102813720703, 0.5131832957267761, 0.512989342212677, 0.5124247074127197, 0.5120307207107544, 0.5117870569229126, 0.5114925503730774]}",[]
Pengguna Google,"GAME BAIK,BINTANG 5 🌟🌟🌟🌟🌟",5,2025-06-16 06:47:19,0,game baikbintang,id,"{'sequence': 'game baikbintang', 'labels': ['Cerita', 'Optimalisasi', 'Bugs & Error', 'Grafis', 'Komunitas', 'Gameplay', 'Monetisasi & Gacha'], 'scores': [0.5439170598983765, 0.5408384799957275, 0.5389205813407898, 0.5375117659568787, 0.5371605157852173, 0.5347476601600647, 0.5302315354347229]}",[]
Pengguna Google,sistem stats sama sub stats relic sangat buruk.,2,2025-06-16 04:44:24,0,sistem stats sama sub stats relic sangat buruk,et,"{'sequence': 'sistem stats sama sub stats relic sangat buruk', 'labels': ['Cerita', 'Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.5769327878952026, 0.5691595673561096, 0.5635495781898499, 0.5634701251983643, 0.5634458065032959, 0.5623061656951904, 0.557255744934082]}",[]
Pengguna Google,bagus,5,2025-06-16 04:11:54,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Cerita', 'Komunitas', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5339389443397522, 0.529464066028595, 0.5280340909957886, 0.525063693523407, 0.5202479362487793, 0.5157050490379333, 0.5083924531936646]}",[]
Pengguna Google,"bagus tapi yaah,hp saya tidak menguati jdi yasudah lahh ,saya juga malas untuk mengunduh data yang lama nya minta ampun,tapi bagus banget kok ^^",5,2025-06-16 04:01:16,0,bagus yaahhp tidak kuat jdi yasudah lahh juga malas unduh data lama minta ampuntapi bagus banget,id,"{'sequence': 'bagus yaahhp tidak kuat jdi yasudah lahh juga malas unduh data lama minta ampuntapi bagus banget', 'labels': ['Cerita', 'Grafis', 'Komunitas', 'Gameplay', 'Bugs & Error', 'Monetisasi & Gacha', 'Optimalisasi'], 'scores': [0.512556791305542, 0.5033694505691528, 0.5031949281692505, 0.5023393630981445, 0.500290036201477, 0.498872309923172, 0.49829602241516113]}",[]
Pengguna Google,"awalnya kecewa karena kelamaan up date... tapi pas main gamenya asik sekali... tapi lagi, banyak sekali ngambil penyimpanan... terpaksa di uninstall 🙂",5,2025-06-16 03:47:42,0,awal kecewa lama up date pas main gamenya asik sekali lagi banyak sekali ngambil simpan paksa uninstall,id,"{'sequence': 'awal kecewa lama up date pas main gamenya asik sekali lagi banyak sekali ngambil simpan paksa uninstall', 'labels': ['Cerita', 'Grafis', 'Gameplay', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5241864323616028, 0.5142120122909546, 0.5141279697418213, 0.5113903880119324, 0.5103392004966736, 0.5102420449256897, 0.5096020102500916]}",[]
Pengguna Google,"apaan ga bisa di donwload data mulu , padahal udh pake wifi trs jaringan lancar , kocak dari tadi subuh nungguin ga bisa trs , ngulang trs dari awal gmn si",3,2025-06-16 01:33:03,0,apa bisa donwload data mulu padahal udh pake wifi trs jaring lancar kocak tadi subuh nungguin bisa trs ngulang trs awal gmn si,id,"{'sequence': 'apa bisa donwload data mulu padahal udh pake wifi trs jaring lancar kocak tadi subuh nungguin bisa trs ngulang trs awal gmn si', 'labels': ['Cerita', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Grafis', 'Komunitas', 'Bugs & Error'], 'scores': [0.5381515026092529, 0.533396303653717, 0.5321031808853149, 0.5274498462677002, 0.5271441340446472, 0.5269650220870972, 0.5260581374168396]}",[]
Pengguna Google,amazing,5,2025-06-16 00:57:50,0,amazing,pendek,"{'sequence': 'amazing', 'labels': ['Cerita', 'Grafis', 'Komunitas', 'Gameplay', 'Bugs & Error', 'Optimalisasi', 'Monetisasi & Gacha'], 'scores': [0.5170003771781921, 0.5108279585838318, 0.5108116269111633, 0.509448766708374, 0.5064229965209961, 0.5015220642089844, 0.4914034903049469]}",[]
