Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,auto_labels,auto_labels_list
Pengguna Google,cukup bagus kalo saya di kasih bintang 5🌟 terus 😋,5,2025-06-17 04:10:12,0,cukup bagus kalau di kasih bintang terus,id,"{'sequence': 'cukup bagus kalau di kasih bintang terus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Grafis', 'Cerita', 'Optimalisasi'], 'scores': [0.5833250284194946, 0.575843334197998, 0.5687147974967957, 0.5678008794784546, 0.5653424263000488, 0.561967670917511, 0.5619646310806274]}",[]
Pengguna Google,menurut saya grafik bgus dan beberapa animasi karakter bagus tetapi sistem gaca terlalu tinggi dan di dalam cerita itu kebanyakan yaping nya dari pada action kalau bisa ciptakan tombol skip pada percakapan,3,2025-06-17 04:08:23,0,saya grafik bgus beberapa animasi karakter bagus sistem gaca terlalu tinggi di cerita banyak yaping action kalau cipta tombol skip pada cakap,id,"{'sequence': 'saya grafik bgus beberapa animasi karakter bagus sistem gaca terlalu tinggi di cerita banyak yaping action kalau cipta tombol skip pada cakap', 'labels': ['Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.5580399036407471, 0.5548363327980042, 0.5536337494850159, 0.5520644187927246, 0.5514986515045166, 0.5511493682861328, 0.5507302284240723]}",[]
Pengguna Google,"udah quest yapping gabisa diskip, dapet Primo dikit, ngotak lah mana ada yg tahan maen klo gini"" mulu",1,2025-06-17 03:52:57,1,udah quest yapping gabisa skip dapet primo dikit ngotak lah mana yang tahan maen klo gin mulu,tl,"{'sequence': 'udah quest yapping gabisa skip dapet primo dikit ngotak lah mana yang tahan maen klo gin mulu', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error', 'Grafis'], 'scores': [0.5548187494277954, 0.5546104311943054, 0.550560474395752, 0.5464118123054504, 0.5457982420921326, 0.5442153811454773, 0.5427265167236328]}",[]
Pengguna Google,Genshin impact bagus,5,2025-06-17 03:13:00,0,genshin impact bagus,en,"{'sequence': 'genshin impact bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Bugs & Error', 'Cerita', 'Optimalisasi', 'Grafis'], 'scores': [0.5982101559638977, 0.5911763310432434, 0.5812749862670898, 0.5806740522384644, 0.5793469548225403, 0.5789505243301392, 0.5779716372489929]}",[]
Pengguna Google,kasih QoL yg berguna lagi napa,1,2025-06-17 03:09:26,1,kasih qol guna napa,tl,"{'sequence': 'kasih qol guna napa', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Cerita', 'Optimalisasi', 'Grafis'], 'scores': [0.5811057090759277, 0.5765950083732605, 0.5712716579437256, 0.5712363123893738, 0.5691074728965759, 0.5686848163604736, 0.564376175403595]}",[]
Pengguna Google,seru game-nya,5,2025-06-17 02:57:59,0,seru gamenya,id,"{'sequence': 'seru gamenya', 'labels': ['Monetisasi & Gacha', 'Bugs & Error', 'Komunitas', 'Gameplay', 'Cerita', 'Optimalisasi', 'Grafis'], 'scores': [0.5847721099853516, 0.5654129981994629, 0.5636414885520935, 0.5524283051490784, 0.549746572971344, 0.5486753582954407, 0.546090304851532]}",[]
Pengguna Google,baguss wak alur nya cerita nya ama wilayah nya luas jir tapi kalo bisa jangan tamat dulu lah🫠🫠,5,2025-06-17 02:44:56,0,baguss wak alur cerita ama wilayah luas jir kalau jangan tamat dulu lah,id,"{'sequence': 'baguss wak alur cerita ama wilayah luas jir kalau jangan tamat dulu lah', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Cerita', 'Optimalisasi', 'Gameplay', 'Grafis'], 'scores': [0.5510172843933105, 0.5457109212875366, 0.5429879426956177, 0.542326033115387, 0.5419139862060547, 0.5374277234077454, 0.5327243208885193]}",[]
Pengguna Google,"yuppang yapping alah lu namanya juga game fokus story dari awal rilis, beda sama game sebelah udah pake unreal Engine tetap aja kurang optimal😂😂😂",5,2025-06-17 02:18:32,0,yuppang yapping alah lu nama game fokus story awal rilis beda sama game belah udah pake unreal engine tetap kurang optimal,id,"{'sequence': 'yuppang yapping alah lu nama game fokus story awal rilis beda sama game belah udah pake unreal engine tetap kurang optimal', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis'], 'scores': [0.5615646243095398, 0.5556854605674744, 0.5515786409378052, 0.5494863986968994, 0.5494811534881592, 0.5476862192153931, 0.5464421510696411]}",[]
Pengguna Google,kikir tingkat dewa,1,2025-06-17 02:09:21,3,kikir tingkat dewa,id,"{'sequence': 'kikir tingkat dewa', 'labels': ['Komunitas', 'Cerita', 'Optimalisasi', 'Gameplay', 'Monetisasi & Gacha', 'Grafis', 'Bugs & Error'], 'scores': [0.5928051471710205, 0.5851637125015259, 0.5809920430183411, 0.5791452527046204, 0.576734721660614, 0.5762299299240112, 0.570372998714447]}",[]
Pengguna Google,bagus sih tapi download datanya gede banget,5,2025-06-17 02:05:02,0,bagus download data gede banget,id,"{'sequence': 'bagus download data gede banget', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Grafis', 'Gameplay', 'Cerita'], 'scores': [0.5675958395004272, 0.5627006888389587, 0.5552588701248169, 0.5521390438079834, 0.5496131777763367, 0.54720139503479, 0.545545220375061]}",[]
Pengguna Google,menit nya tambahin bisa GK sih GK sabaran amat setiap di domain buat naikin ar tinggal sabar udah sekarat waktu habis pantes banyak yang ar kecil ternyata waktu nya kecil,1,2025-06-17 01:54:30,0,menit tambahin gk gk sabar tiap domain buat naikin ar tinggal sabar udah sekarat waktu habis pantes banyak ar kecil nyata waktu kecil,id,"{'sequence': 'menit tambahin gk gk sabar tiap domain buat naikin ar tinggal sabar udah sekarat waktu habis pantes banyak ar kecil nyata waktu kecil', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Cerita', 'Grafis', 'Bugs & Error', 'Gameplay'], 'scores': [0.5841785669326782, 0.580934464931488, 0.5774152874946594, 0.5729164481163025, 0.5713358521461487, 0.570536732673645, 0.5691816210746765]}",[]
Pengguna Google,"dari dulu udah bagus sih, cuma resin tambahin dong limitnya, kalo cuma 200 tu masih kurang BANGET. Apa lagi buat orang yang doyan banget farming sampe mampus, jadi tolong tambahin limitnya ...",5,2025-06-17 00:58:57,0,dulu udah bagus cuma resin tambahin dong limit kalau cuma tu kurang banget apa buat orang doyan banget farming sampe mampus jadi tambahin limit,id,"{'sequence': 'dulu udah bagus cuma resin tambahin dong limit kalau cuma tu kurang banget apa buat orang doyan banget farming sampe mampus jadi tambahin limit', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis', 'Bugs & Error'], 'scores': [0.5626147389411926, 0.5557780265808105, 0.5524227619171143, 0.5497449636459351, 0.5472429394721985, 0.5458444952964783, 0.5434148907661438]}",[]
Pengguna Google,mb nya kegedean jadi gk bisa maininnya,3,2025-06-17 00:56:37,0,mb gede jadi gk maininnya,id,"{'sequence': 'mb gede jadi gk maininnya', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Cerita', 'Gameplay', 'Grafis'], 'scores': [0.6057934165000916, 0.5954275727272034, 0.5895491242408752, 0.5887020230293274, 0.5874364376068115, 0.5861396193504333, 0.5860819816589355]}",['Monetisasi & Gacha']
Pengguna Google,hore sekarang saya sudah main genshin gamenya bagus semoga akw dapat skrik,5,2025-06-17 00:54:24,0,hore sekarang sudah main genshin gamenya bagus moga akw skrik,id,"{'sequence': 'hore sekarang sudah main genshin gamenya bagus moga akw skrik', 'labels': ['Monetisasi & Gacha', 'Bugs & Error', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Grafis', 'Cerita'], 'scores': [0.595795750617981, 0.586617112159729, 0.5861105918884277, 0.5799554586410522, 0.5771410465240479, 0.5770103931427002, 0.5767140984535217]}",[]
Pengguna Google,game nya berat saya ram 2 ngelag ngelag,1,2025-06-17 00:17:58,0,game berat ram ngelag ngelag,tl,"{'sequence': 'game berat ram ngelag ngelag', 'labels': ['Monetisasi & Gacha', 'Bugs & Error', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Grafis', 'Cerita'], 'scores': [0.5865646600723267, 0.5730433464050293, 0.572019100189209, 0.5626261830329895, 0.5623970627784729, 0.5583655834197998, 0.5567868947982788]}",[]
Pengguna Google,"Kerem, dunia nya luas lebar, grafik bagus dan detail"" nya, dan setiap mosnter sangatlah menantang.",5,2025-06-16 23:30:49,0,rem dunia luas lebar grafik bagus detail tiap mosnter sangat tantang,id,"{'sequence': 'rem dunia luas lebar grafik bagus detail tiap mosnter sangat tantang', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Grafis', 'Gameplay', 'Cerita'], 'scores': [0.5594764947891235, 0.5571082830429077, 0.556804895401001, 0.5564307570457458, 0.5466139316558838, 0.5456750988960266, 0.5362910032272339]}",[]
Pengguna Google,sange sama furina 😍,5,2025-06-16 21:53:22,0,sange sama furina,tl,"{'sequence': 'sange sama furina', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Bugs & Error', 'Optimalisasi', 'Cerita', 'Grafis'], 'scores': [0.5919767022132874, 0.5863508582115173, 0.5788147449493408, 0.5787315964698792, 0.5774838328361511, 0.5774656534194946, 0.5745953917503357]}",[]
Pengguna Google,game berat,1,2025-06-16 17:38:37,0,game berat,id,"{'sequence': 'game berat', 'labels': ['Monetisasi & Gacha', 'Bugs & Error', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Grafis', 'Cerita'], 'scores': [0.5786546468734741, 0.5656076669692993, 0.5634247660636902, 0.5617581605911255, 0.5548075437545776, 0.5526820421218872, 0.5504637956619263]}",[]
Pengguna Google,"saya ucapkan terima kasih sebanyak mungkin,dikarenakan ketika saya gacha,saya sering mendapatkan di pity tertinggi,dan tolong rate untuk mendapatkannya agak di rendahkan,sekian",1,2025-06-16 17:23:37,1,ucap terima kasih banyak mungkindikarenakan saya gachasaya sering dapat pity tertinggidan rate dapat di rendahkansekian,id,"{'sequence': 'ucap terima kasih banyak mungkindikarenakan saya gachasaya sering dapat pity tertinggidan rate dapat di rendahkansekian', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Grafis', 'Cerita'], 'scores': [0.5715126991271973, 0.57145094871521, 0.5635707378387451, 0.5605646967887878, 0.557485044002533, 0.5558478236198425, 0.5543215274810791]}",[]
Pengguna Google,bagus,5,2025-06-16 16:47:11,0,bagus,pendek,"{'sequence': 'bagus', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.5855516791343689, 0.5852438807487488, 0.5721162557601929, 0.5716847777366638, 0.5701427459716797, 0.5693243741989136, 0.5680059194564819]}",[]
Pengguna Google,hard piti mulu cooo,1,2025-06-16 16:16:40,0,hard pit mulu cooo,ro,"{'sequence': 'hard pit mulu cooo', 'labels': ['Monetisasi & Gacha', 'Optimalisasi', 'Komunitas', 'Gameplay', 'Bugs & Error', 'Grafis', 'Cerita'], 'scores': [0.5474104285240173, 0.5467267632484436, 0.5445902347564697, 0.5387266278266907, 0.5354120135307312, 0.5338051915168762, 0.530247688293457]}",[]
Pengguna Google,suka bangett,5,2025-06-16 16:11:46,0,suka bangett,id,"{'sequence': 'suka bangett', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Cerita', 'Gameplay', 'Bugs & Error', 'Optimalisasi', 'Grafis'], 'scores': [0.5695905685424805, 0.567291259765625, 0.5632319450378418, 0.559753954410553, 0.5571593046188354, 0.5565284490585327, 0.5541219115257263]}",[]
Pengguna Google,"menarik, asyik.",4,2025-06-16 16:09:41,0,tarik asyik,tr,"{'sequence': 'tarik asyik', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Optimalisasi', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.5576701164245605, 0.5574864149093628, 0.5498455166816711, 0.5467931032180786, 0.5438786149024963, 0.540062427520752, 0.5395810604095459]}",[]
Pengguna Google,"spriral abyss makin susah, HP inflation nya makin kesini makin gede. semenjak natalan rilis pemain bener bener di tuntut untuk gacha character region terbaru, tapi dengan reward nya yang dikit banget.... minimal di perbanyak reward nya terutama di reward event / di perbanyak event nya",1,2025-06-16 15:34:06,2,spriral abyss makin susah hp inflation makin kesini makin gede semenjak natal rilis main bener bener tuntut gacha character region baru dengan reward dikit banget minimal banyak reward utama reward event banyak event,id,"{'sequence': 'spriral abyss makin susah hp inflation makin kesini makin gede semenjak natal rilis main bener bener tuntut gacha character region baru dengan reward dikit banget minimal banyak reward utama reward event banyak event', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Cerita', 'Optimalisasi', 'Gameplay', 'Grafis'], 'scores': [0.6096354126930237, 0.608340859413147, 0.6015141606330872, 0.6010340452194214, 0.6009528040885925, 0.5996856093406677, 0.5977659225463867]}","['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Cerita', 'Optimalisasi']"
Pengguna Google,"game nya bagus banget soalnya karakternya ada yang lucu, loli, keren juga ada elemen di setiap karakternya cuman yang perlu di kurangi itu di pengunduhan data nya soalnya lama nunggu nya jadi keburu gk dapet main tapi pernah kok masuk ke game nya seru banget semoga ada update yang lebih keren lagi",5,2025-06-16 14:17:42,33,game bagus banget soal karakter lucu loli keren elemen tiap karakter cuman perlu kurang di unduh data soal lama nunggu jadi keburu gk dapet main pernah masuk game seru banget moga ada update yang lebih keren,id,"{'sequence': 'game bagus banget soal karakter lucu loli keren elemen tiap karakter cuman perlu kurang di unduh data soal lama nunggu jadi keburu gk dapet main pernah masuk game seru banget moga ada update yang lebih keren', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error', 'Grafis'], 'scores': [0.5446172952651978, 0.5434404611587524, 0.5376709699630737, 0.5374224185943604, 0.5358683466911316, 0.535373866558075, 0.5336769819259644]}",[]
Pengguna Google,"oh, ya apakah hoyoverse sedang mempermainkan perasaan ku, dengan mempersulit dan menyusahkan ku, untuk mendapatkan karakter b5 terbatas cuma satu yg di beri dari semua primogem yg ku pakai yaitu kinich itu doang, dari sekian banyak karakter b5 terbatas, apakah itu yg kamu bilang janji dan sumpah yg kamu selalu junjung ini, kalau sudah rate off harusnya rate on kok aku rate off Mulu, sampai 5+ banner terbatas lebih cuma kinich doang yg dapat gitu, kalau buat game itu bisa adil dan merata gak sih?",1,2025-06-16 13:50:46,0,ya hoyoverse sedang main asa ku sulit susah ku dapat karakter b batas cuma satu di beri semua primogem ku pakai kinich doang sekian banyak karakter b batas kamu bilang janji sumpah kamu selalu junjung kalau rate off harus rate on aku rate off mulu banner batas lebih cuma kinich doang dapat gitu kalau buat game itu bisa adil rata,id,"{'sequence': 'ya hoyoverse sedang main asa ku sulit susah ku dapat karakter b batas cuma satu di beri semua primogem ku pakai kinich doang sekian banyak karakter b batas kamu bilang janji sumpah kamu selalu junjung kalau rate off harus rate on aku rate off mulu banner batas lebih cuma kinich doang dapat gitu kalau buat game itu bisa adil rata', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error', 'Grafis'], 'scores': [0.5597848892211914, 0.5581461787223816, 0.5555904507637024, 0.5547537803649902, 0.5520017743110657, 0.5518828630447388, 0.5501717925071716]}",[]
Pengguna Google,"woilah kasih tombol skip, ngantuk ama story nya",2,2025-06-16 13:43:57,0,woilah kasih tombol skip ngantuk ama story,id,"{'sequence': 'woilah kasih tombol skip ngantuk ama story', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Cerita', 'Optimalisasi', 'Bugs & Error', 'Grafis'], 'scores': [0.5690150260925293, 0.561400830745697, 0.5538578033447266, 0.5534108281135559, 0.5515931248664856, 0.5513786673545837, 0.5468804240226746]}",[]
Pengguna Google,kasih aku Raiden EI🥰,5,2025-06-16 13:21:11,0,kasih aku raiden ei,fi,"{'sequence': 'kasih aku raiden ei', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Cerita', 'Bugs & Error', 'Grafis', 'Optimalisasi'], 'scores': [0.5625224113464355, 0.5581099987030029, 0.5538607239723206, 0.5527325868606567, 0.5502863526344299, 0.5491187572479248, 0.5474692583084106]}",[]
Pengguna Google,Berikan saya Skirk karena saya sdh memberikan bintang 5 btw makasi atas mavuika nya 🙏,5,2025-06-16 13:17:06,0,ikan skirk saya sdh beri bintang btw makas atas mavuika,id,"{'sequence': 'ikan skirk saya sdh beri bintang btw makas atas mavuika', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Optimalisasi', 'Bugs & Error', 'Grafis', 'Cerita'], 'scores': [0.5471572279930115, 0.5471498966217041, 0.5412638187408447, 0.5402438640594482, 0.5380810499191284, 0.537722647190094, 0.5336006283760071]}",[]
Pengguna Google,seru banget tapi klo bisa karakter cowonya ditambah yng B5,5,2025-06-16 12:45:17,0,seru banget klo karakter cowonya tambah yng b,id,"{'sequence': 'seru banget klo karakter cowonya tambah yng b', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis'], 'scores': [0.596836507320404, 0.5924375653266907, 0.5799959897994995, 0.5749796032905579, 0.5723876953125, 0.5719559788703918, 0.5715081691741943]}",[]
Pengguna Google,baguzzz sekaleee,5,2025-06-16 12:28:33,0,baguzzz sekaleee,id,"{'sequence': 'baguzzz sekaleee', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Grafis', 'Bugs & Error', 'Cerita'], 'scores': [0.583335280418396, 0.5764318108558655, 0.5719436407089233, 0.5672134160995483, 0.5631607174873352, 0.5630912780761719, 0.5623554587364197]}",[]
Pengguna Google,mantabbb,5,2025-06-16 12:24:50,0,mantabbb,pendek,"{'sequence': 'mantabbb', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Grafis', 'Cerita'], 'scores': [0.5927520990371704, 0.5902791023254395, 0.5886204242706299, 0.5875606536865234, 0.5790092349052429, 0.5786457657814026, 0.5759384632110596]}",[]
Pengguna Google,"mantap bgt ege ni game mantap dah pokony mksi yh genshin ilopyu tpi tolonk klo gwa gacha dapetin bintang lima plis cape nyari primogem but its oky, itu yg ngasih bintang 1 ngapa dh org bagus gini juga, hp lu tuh yg kentang kali jadi gabisa makany jangan dipaksa oon, oke ini saja mantap☆☆☆☆☆☆☆☆☆☆",5,2025-06-16 11:56:47,0,mantap banget ege ni game mantap dah pokony mksi yh genshin ilopyu tpi tolonk klo gwa gacha dapetin bintang lima plis cape nyari primogem but its oky ngasih bintang ngapa dh org bagus gin hp lu tuh yang kentang kali jadi gabisa makany jangan paksa oon oke saja mantap,id,"{'sequence': 'mantap banget ege ni game mantap dah pokony mksi yh genshin ilopyu tpi tolonk klo gwa gacha dapetin bintang lima plis cape nyari primogem but its oky ngasih bintang ngapa dh org bagus gin hp lu tuh yang kentang kali jadi gabisa makany jangan paksa oon oke saja mantap', 'labels': ['Optimalisasi', 'Komunitas', 'Monetisasi & Gacha', 'Bugs & Error', 'Grafis', 'Cerita', 'Gameplay'], 'scores': [0.5492276549339294, 0.548655092716217, 0.5484974384307861, 0.5446295738220215, 0.5427393317222595, 0.5427280068397522, 0.5337512493133545]}",[]
Pengguna Google,bnyak makan memo,1,2025-06-16 10:58:23,0,bnyak makan memo,id,"{'sequence': 'bnyak makan memo', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Grafis', 'Gameplay', 'Cerita'], 'scores': [0.6105738282203674, 0.5957107543945312, 0.594768762588501, 0.5883915424346924, 0.5825026035308838, 0.5811532139778137, 0.5795713067054749]}",['Monetisasi & Gacha']
Pengguna Google,game gacha paling sampah,3,2025-06-16 10:56:16,0,game gacha paling sampah,tl,"{'sequence': 'game gacha paling sampah', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis'], 'scores': [0.5773894786834717, 0.5754951238632202, 0.5701971054077148, 0.5661907196044922, 0.5655363202095032, 0.5611097812652588, 0.5599327683448792]}",[]
Pengguna Google,android udah bisa pakai gamepad eksternal?,5,2025-06-16 10:43:36,0,android udah pakai gamepad eksternal,id,"{'sequence': 'android udah pakai gamepad eksternal', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Optimalisasi', 'Grafis', 'Cerita'], 'scores': [0.6001343131065369, 0.5757094621658325, 0.5747350454330444, 0.5709801316261292, 0.5707040429115295, 0.5700446367263794, 0.5656616687774658]}",['Monetisasi & Gacha']
Pengguna Google,"developer malas, mending wuwa 💀",1,2025-06-16 10:40:58,0,developer malas mending wuwa,nl,"{'sequence': 'developer malas mending wuwa', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Grafis', 'Cerita'], 'scores': [0.5854377746582031, 0.5849836468696594, 0.5773600935935974, 0.5771597623825073, 0.5700157880783081, 0.5699193477630615, 0.5672221183776855]}",[]
Pengguna Google,kikir,1,2025-06-16 10:15:08,0,kikir,pendek,"{'sequence': 'kikir', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis', 'Bugs & Error'], 'scores': [0.582785964012146, 0.5803971290588379, 0.571530818939209, 0.5692532658576965, 0.5679019689559937, 0.5649173259735107, 0.5648925304412842]}",[]
Pengguna Google,grafik yang luar biasa tetapi gb saya tidak terlalu bisa menanggungnya,5,2025-06-16 09:56:46,0,grafik luar biasa gb tidak terlalu tanggung,id,"{'sequence': 'grafik luar biasa gb tidak terlalu tanggung', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Grafis', 'Cerita', 'Gameplay'], 'scores': [0.5695597529411316, 0.5658937096595764, 0.5581545829772949, 0.5578296184539795, 0.5503273606300354, 0.5475441813468933, 0.5459736585617065]}",[]
Pengguna Google,"genshin tolong lah ya MC dikasih ""panggung""😞",1,2025-06-16 09:40:59,0,genshin lah mc kasih panggung,id,"{'sequence': 'genshin lah mc kasih panggung', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Cerita', 'Grafis', 'Optimalisasi'], 'scores': [0.6192807555198669, 0.6135786771774292, 0.6056718826293945, 0.6054733395576477, 0.602108359336853, 0.5989212989807129, 0.596121072769165]}","['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Cerita']"
Pengguna Google,"AKU RATE DUA, SOALNYA AKU NGULI PRIMO BUAT YAE SAMPE DEMAM MALAH GA DAPET HUMPP, AK NGAMBEK",2,2025-06-16 09:37:19,0,aku rate soal aku nguli primo buat yae sampe demam malah dapet humpp ak ngambek,id,"{'sequence': 'aku rate soal aku nguli primo buat yae sampe demam malah dapet humpp ak ngambek', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Grafis', 'Cerita', 'Gameplay'], 'scores': [0.5638043880462646, 0.5552084445953369, 0.5541536211967468, 0.5448841452598572, 0.541863203048706, 0.540195882320404, 0.5396702289581299]}",[]
Pengguna Google,pandang patama liat nona langsung suka,5,2025-06-16 09:02:13,0,pandang patama liat nona langsung suka,tl,"{'sequence': 'pandang patama liat nona langsung suka', 'labels': ['Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Bugs & Error', 'Grafis'], 'scores': [0.5752653479576111, 0.5708444118499756, 0.5688238143920898, 0.5632354617118835, 0.5622648596763611, 0.5617053508758545, 0.5586937069892883]}",[]
Pengguna Google,i want so many primogem,5,2025-06-16 08:49:28,0,i want so many primogem,en,"{'sequence': 'i want so many primogem', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error', 'Grafis'], 'scores': [0.5617635846138, 0.5585566163063049, 0.5563700795173645, 0.5555026531219482, 0.5521447658538818, 0.549079954624176, 0.5461297631263733]}",[]
Pengguna Google,so far puas dengan sistem gacha nya apalagi untuk pemain baru,5,2025-06-16 08:47:04,0,so far puas sistem gacha untuk main baru,id,"{'sequence': 'so far puas sistem gacha untuk main baru', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Gameplay', 'Grafis', 'Cerita'], 'scores': [0.5954270362854004, 0.5925756096839905, 0.5872665643692017, 0.5871944427490234, 0.5832613706588745, 0.5822198390960693, 0.5814657807350159]}",[]
Pengguna Google,MANA TOMBOL SKIP NYA,1,2025-06-16 08:45:02,0,mana tombol skip,sl,"{'sequence': 'mana tombol skip', 'labels': ['Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Cerita', 'Bugs & Error'], 'scores': [0.5758668780326843, 0.5744093060493469, 0.5732558965682983, 0.5631245374679565, 0.5629886388778687, 0.5606783032417297, 0.559700071811676]}",[]
Pengguna Google,"kapan ada fitur gamepad nya woy, game patung baru rilis aja langsung disediakan fitur gamepad cuih",5,2025-06-16 08:27:01,0,kapan fitur gamepad woy game patung baru rilis langsung sedia fitur gamepad cuih,id,"{'sequence': 'kapan fitur gamepad woy game patung baru rilis langsung sedia fitur gamepad cuih', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Grafis', 'Cerita'], 'scores': [0.5772112607955933, 0.5668460130691528, 0.5655122995376587, 0.5646139979362488, 0.5587278604507446, 0.5586465001106262, 0.5557962656021118]}",[]
Pengguna Google,anhe banget nggak bisa login ke akun ku sama sekali yg ada malah keulang dari awal gimana sih hoyo 😒,1,2025-06-16 08:11:00,0,anhe banget bisa login akun ku sama sekali ada malah ulang awal gimana hoyo,id,"{'sequence': 'anhe banget bisa login akun ku sama sekali ada malah ulang awal gimana hoyo', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Bugs & Error', 'Gameplay', 'Grafis', 'Cerita'], 'scores': [0.5714930891990662, 0.5693294405937195, 0.5572163462638855, 0.5558978915214539, 0.5526610612869263, 0.5512692332267761, 0.5507733821868896]}",[]
Pengguna Google,bagus banget coy aku suka game nya,5,2025-06-16 07:58:08,0,bagus banget coy aku suka game,id,"{'sequence': 'bagus banget coy aku suka game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Optimalisasi', 'Gameplay', 'Cerita', 'Grafis'], 'scores': [0.5549881458282471, 0.543046236038208, 0.5371246933937073, 0.5358816385269165, 0.5321481823921204, 0.5282295942306519, 0.5264226198196411]}",[]
Pengguna Google,overall bagus cuma kikir aja,3,2025-06-16 07:18:46,0,overall bagus cuma kikir,et,"{'sequence': 'overall bagus cuma kikir', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Bugs & Error', 'Gameplay', 'Optimalisasi', 'Cerita', 'Grafis'], 'scores': [0.5698214173316956, 0.5573430061340332, 0.5520222783088684, 0.5491964221000671, 0.5484707355499268, 0.5470243692398071, 0.5442755818367004]}",[]
